,companyName,datePublished,ratingValue,reviewBody
191,DuGood Credit Union,2022-02-01,Rated 5 out of 5 stars,"After many years, it was a good feeling to feel like it was my credit union again. It wasn't their fault I just didn't use the benefits. When I needed them I turned to DuGood and they responded as if I barrowed money from them all the time. Thanks DuGood Credit Union I have been with them since the middle of the 1990's"
192,DuGood Credit Union,2022-02-01,Rated 5 out of 5 stars,My loan experience was great. Easy process. The people I worked with were fantastic.
193,DuGood Credit Union,2022-02-01,Rated 5 out of 5 stars,"DuGood FCU (and specifically Tara Baloney) was very helpful with getting my loan approved, and working with me to fund the loan.  I'm very appreciative for all the help.Shawn"
194,DuGood Credit Union,2022-02-01,Rated 5 out of 5 stars,"Getting this loan approval was the fastest, less stressful, most pleasant, quickest banking I have ever experienced! I recommend DuGood to everyone that ask me about a bank. Thanks to the DuGood Loan Department!!!"
195,DuGood Credit Union,2022-02-01,Rated 5 out of 5 stars,Everything was so simple. Thank you.
196,DuGood Credit Union,2022-02-01,Rated 5 out of 5 stars,
197,DuGood Credit Union,2022-02-01,Rated 5 out of 5 stars,Dugood approved me a credit card with low credit
198,DuGood Credit Union,2022-01-30,Rated 5 out of 5 stars,
199,DuGood Credit Union,2022-01-30,Rated 5 out of 5 stars,
200,DuGood Credit Union,2022-01-30,Rated 5 out of 5 stars,Hello..I have recently opened a new account with your company. My experience was great. The lady that signed me up in Lumberton was very nice and very helpful. Gave me all information that I needed and helped me with questions about the way the system worked.Every one was very friendly and the atmosphere was great.
201,DuGood Credit Union,2022-01-29,Rated 5 out of 5 stars,"Fast, courteous and professional service with as little paperwork as possible."
202,DuGood Credit Union,2022-01-29,Rated 5 out of 5 stars,I had a pleasant experience with Du Good FCU. Everything was explained to me about my account. Friendly service  is a plus. And that is what you can expect from  Du Good FCU
203,DuGood Credit Union,2022-01-26,Rated 5 out of 5 stars,"I thought the service was above the normal received in Beaumont. The branch manager was very pleasant, knowledgeable about her job and my needs. It was done quickly with my time being valued."
204,DuGood Credit Union,2022-01-23,Rated 5 out of 5 stars,"When we opened an account with them, the representative stayed way later than their closing time to make sure we had everything we needed."
205,DuGood Credit Union,2022-01-20,Rated 5 out of 5 stars,"We are very thankful for the help and guidance through the debt consolidation process. It was quick and very easy, thank you Julie!"
206,DuGood Credit Union,2022-01-02,Rated 5 out of 5 stars,
207,DuGood Credit Union,2022-01-02,Rated 5 out of 5 stars,Very quick and responsive when buying my new Jeep Grand Wagoneer. It was over the Christmas holiday and allowed me to buy my wife her dream vehicle.
208,DuGood Credit Union,2021-12-31,Rated 5 out of 5 stars,Great experience so far. Quick and easy to walk in a get an account fast. Very pleasant staff. Overall very happy with DuGood
209,DuGood Credit Union,2021-12-31,Rated 5 out of 5 stars,"I can only say that DuGood Credit Union is everything a Credit Union should be.I've been with them for several years, and they have been helpful, honest and every one I've worked with and spoken with has been incredibly kind and helpful. Always informative and knowledgeable about their services."
210,DuGood Credit Union,2021-12-30,Rated 5 out of 5 stars,From the moment we walked in the door it felt like a home town Bank the teller smiled and asked if it was OK if my 2 boys could have a sucker with in 2 minutes with walking in the door we were already starting our new account took maybe 20 minutes and we was walking out the door with our new debit cards looking forward to long term banking
211,DuGood Credit Union,2021-12-26,Rated 5 out of 5 stars,The loan officer made everything so smooth! I'm glad to be a member and look forward to a relationship in future.
212,DuGood Credit Union,2021-12-25,Rated 5 out of 5 stars,I would definitely refer friends and family to Dugood. The person help me was patient and explained all that I didn't understand.
213,DuGood Credit Union,2021-12-22,Rated 5 out of 5 stars,DuGood has extremely friendly staff. The experience was pleasant and my trip to the bank was quick
214,DuGood Credit Union,2021-12-22,Rated 5 out of 5 stars,My loan officer Julie Nyugen was exceptional. She worked so hard to get my loan processed and I am very pleased! I also thank the underwriting team for giving me a chance!
215,DuGood Credit Union,2021-12-20,Rated 5 out of 5 stars,"Ronda Hamilton and the Orange Branch are always pleasant to do business.  Ronda has always taken care of our needs, above and beyond her duties."
216,DuGood Credit Union,2021-12-20,Rated 4 out of 5 stars,"Excellent, friendly and professional. Service is swift and atmosphere was calm and welcoming.  The only problem I've had is checking my balance.     Thank you DuGood      Michael Edmond Swisher      Satisfied Customer"
217,DuGood Credit Union,2021-12-19,Rated 5 out of 5 stars,
218,DuGood Credit Union,2021-12-18,Rated 5 out of 5 stars,I’m really excited about becoming a new member at DuGood Credit union. The staff where incredibly complustous. They took their time with me . I enjoyed having two Madison’s. Wow where they awesome. I look forward to a bright financial long-standing future with Dugood
219,DuGood Credit Union,2021-12-18,Rated 5 out of 5 stars,From start to finish Mrs. Alaina Jacobs was awesome. She went above and beyond expectations.
220,DuGood Credit Union,2021-12-17,Rated 5 out of 5 stars,"Sharon was my loan officer and she was amazing. Went over and above on communication, and answered every question on the spot or in a timely manner. DuGood has always been good to my family and I, but this experience set them apart from other institutions. Thanks Sharon, and you will be my first call on the next Vehicle or loan."
221,DuGood Credit Union,2021-12-17,Rated 5 out of 5 stars,My DuGood Federal credit union Bank is the best Bank for me.They do a very good job taking care of my account. Then keep me informed what's going on with my account they're very friendly they are very accurate they let me know if anything is going wrong and take care of my account I am very glad that I have DuGood Federal credit union Bank as my Bank.
222,DuGood Credit Union,2021-12-17,Rated 5 out of 5 stars,I applied for a Christmas loan on. My phone app and was contacted to let me know it was received. A little while later he called back to let me know the loan was approved  all signing was done online and it was deposited in my account that day.  Thank you for being there when I needed it
223,DuGood Credit Union,2021-12-17,Rated 5 out of 5 stars,DuGood is the Credit Union to use.  The loan processors are amazing and helpful. I used another well known credit Union but I so prefer DuGood before any others. The best credit Union around.
224,DuGood Credit Union,2021-12-15,Rated 5 out of 5 stars,"Excellent service by professional, knowledgeable and friendly Associate."
225,DuGood Credit Union,2021-12-15,Rated 5 out of 5 stars,Had a very pleasant experience with du good
226,DuGood Credit Union,2021-12-14,Rated 5 out of 5 stars,Love DuGood have been them with over 20 years and loan process is great experience.
227,DuGood Credit Union,2021-12-14,Rated 5 out of 5 stars,Everyone greeted me with a nice welcomeing to the credit union.  The wait was exceptional fast. I'm going to Love being part of this branch.Yolanda Davis Bmt. Tx.
228,DuGood Credit Union,2021-12-14,Rated 4 out of 5 stars,Great Staff. Very welcoming.
229,DuGood Credit Union,2021-12-13,Rated 5 out of 5 stars,Very friendly and fast. Took care of all the details.
230,DuGood Credit Union,2021-12-13,Rated 5 out of 5 stars,i believe the girls name was Crystal she was super went out of her way to help us really enjoyed working with her and DuGood been great ever since we started using them will look forward to do more business there                                                             Frank Blanchette
231,DuGood Credit Union,2021-12-12,Rated 5 out of 5 stars,"Enjoyed my experience the day I was there, the officer and cashiers were all very friendly. Glad some still remember my name and we can have fun. Happy Holidays to All and Thank each one...."
232,DuGood Credit Union,2021-12-12,Rated 5 out of 5 stars,The mortgage team worked non stop on our loan. Great communication and scheduling.  Overall as great experience.
233,DuGood Credit Union,2021-12-12,Rated 5 out of 5 stars,"The lady was wonderful in setting up my checking account for me. Informative and covered all the bases on my benefits , perks and any cost. She was so personable , i felt like i had known her for a long time.. it was enjoyable and made me felt good upon leaving."
234,DuGood Credit Union,2021-12-10,Rated 5 out of 5 stars,Very helpful and polite people. Will go above and beyond to keep their customers happy. Thank you DuGood for all that you do for us.
235,DuGood Credit Union,2021-12-10,Rated 5 out of 5 stars,
236,DuGood Credit Union,2021-12-09,Rated 5 out of 5 stars,I went into DuGood Credit union to open an account and received excellent service and was treated like a valuable customer
237,DuGood Credit Union,2021-12-08,Rated 5 out of 5 stars,Dugood CU is always friendly. They try to accommodate their members needs.
238,DuGood Credit Union,2021-12-08,Rated 5 out of 5 stars,Excellent service. Friendly and patient staff. Comfortable environment.
